PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.01640255864601988,0.4401,0.8753,0.5857
0.01640613724746825,0.4401,0.8753,0.5857
0.016409714468470817,0.4402,0.8753,0.5857
0.016411884061390953,0.4402,0.8753,0.5858
0.01642528978306461,0.4403,0.8753,0.5858
0.016425491260046488,0.4404,0.8753,0.5859
0.016432085647676356,0.4404,0.8753,0.5859
0.016434955764396873,0.4404,0.8753,0.5859
0.016440112941042445,0.4405,0.8753,0.586
0.01644198128230502,0.4405,0.8753,0.5861
0.016444866644749836,0.4405,0.8753,0.5861
0.01644738331685713,0.4405,0.8753,0.5861
0.016454347507088643,0.4405,0.8753,0.5861
0.01646371153048432,0.4405,0.8753,0.5861
0.01646833741741995,0.4406,0.8753,0.5861
0.01646990322098081,0.4406,0.8753,0.5861
0.016473102810676033,0.4407,0.8753,0.5862
0.01648218189755011,0.4408,0.8753,0.5863
0.016484512672027246,0.4408,0.8753,0.5863
0.016487853265043866,0.4408,0.8753,0.5863
0.016496970733770863,0.4408,0.8753,0.5864
0.016501247917388294,0.4409,0.8753,0.5864
0.01650427677200389,0.4409,0.8753,0.5864
0.016515283005107594,0.441,0.8753,0.5865
0.01651656557902767,0.441,0.8753,0.5865
0.01652384974626979,0.4411,0.8753,0.5865
0.016527141033377272,0.4411,0.8753,0.5866
0.01652754413287158,0.4411,0.8753,0.5866
0.016527777573707256,0.4411,0.8753,0.5866
0.016533620772998102,0.4412,0.8753,0.5867
0.016543047173361677,0.4412,0.8753,0.5867
0.016547975015110822,0.4413,0.8753,0.5867
0.016550353211594704,0.4413,0.8753,0.5868
0.016551827293391833,0.4414,0.8753,0.5869
0.016556556191689102,0.4414,0.8753,0.5869
0.01656041053060204,0.4415,0.8753,0.5869
0.0165881252513562,0.4415,0.8753,0.587
0.016592425471614637,0.4415,0.8753,0.587
0.016602322284800963,0.4415,0.8753,0.587
0.01660282441411995,0.4416,0.8753,0.587
0.01660413200127125,0.4416,0.8753,0.587
0.016607133758695325,0.4416,0.8753,0.587
0.016608583426389344,0.4416,0.8753,0.587
0.016618840288351935,0.4417,0.8753,0.5871
0.016625386859864436,0.4417,0.8753,0.5871
0.016626022141947396,0.4417,0.8753,0.5871
0.01663263722154117,0.4417,0.8753,0.5871
0.016639251552007954,0.4417,0.8753,0.5871
0.016640915974808487,0.4417,0.8753,0.5871
0.01664734550862186,0.4417,0.8753,0.5871
0.01668139202837005,0.4417,0.8753,0.5871
0.016686722222962403,0.4418,0.8753,0.5872
0.016687261181423947,0.4418,0.8753,0.5872
0.01669225028663993,0.4418,0.8753,0.5872
0.0166959516203292,0.4418,0.8753,0.5872
0.016707837770749058,0.4418,0.8753,0.5872
0.01672666053027686,0.4418,0.8752,0.5872
0.016736270437912225,0.4419,0.8752,0.5872
0.016742781598813955,0.4419,0.8752,0.5872
0.016746769667662944,0.4419,0.8752,0.5873
0.016779157245521512,0.4419,0.8752,0.5873
0.01678140279385751,0.442,0.8752,0.5873
0.01678351552280961,0.442,0.8752,0.5874
0.016793851864072944,0.4421,0.8752,0.5874
0.01679543788157681,0.4422,0.8752,0.5875
0.01680117974416104,0.4422,0.8752,0.5875
0.01681573965447407,0.4422,0.8752,0.5876
0.016837444629120516,0.4423,0.8752,0.5876
0.016840248706570516,0.4423,0.8752,0.5876
0.016850291067497778,0.4423,0.8752,0.5876
0.016857724859771623,0.4424,0.8752,0.5877
0.016859006608615293,0.4424,0.8752,0.5877
0.016869941279119158,0.4424,0.8752,0.5877
0.01687449508657452,0.4424,0.8752,0.5877
0.016876816939757355,0.4424,0.8752,0.5877
0.016881289580694885,0.4426,0.8752,0.5878
0.016888486797377925,0.4426,0.8752,0.5879
0.016920731600191433,0.4426,0.8752,0.5879
0.016926709876698635,0.4426,0.8752,0.5879
0.01695463983195565,0.4426,0.8752,0.5879
0.016961782825122004,0.4427,0.8752,0.588
0.01698541392705778,0.4427,0.8752,0.588
0.01698885047328203,0.4427,0.8752,0.588
0.0169946537496317,0.4428,0.8752,0.588
0.016994901253180615,0.4428,0.8752,0.5881
0.017014396660397543,0.4428,0.8752,0.5881
0.017023494397401723,0.4428,0.8752,0.5881
0.017024086491084587,0.4429,0.8752,0.5881
0.017028760973496922,0.4429,0.8752,0.5881
0.017032985553221955,0.4429,0.8752,0.5881
0.017033078631092838,0.4431,0.8752,0.5883
0.01703525989251772,0.4431,0.8752,0.5883
0.017046851556396854,0.4431,0.8752,0.5883
0.017050226980565117,0.4431,0.8752,0.5884
0.01705600897590491,0.4432,0.8752,0.5884
0.017056974233620174,0.4432,0.8752,0.5884
0.017057993224768763,0.4432,0.8752,0.5884
0.017061643827936852,0.4433,0.8752,0.5885
0.017065262583537858,0.4433,0.8752,0.5885
0.01706703039476234,0.4434,0.8752,0.5886
0.017075760108351913,0.4434,0.8752,0.5886
0.017077378636888116,0.4435,0.8752,0.5887
0.017079362885751966,0.4435,0.8752,0.5887
0.01709216021290427,0.4436,0.8752,0.5887
0.017095748887365318,0.4436,0.8752,0.5888
0.017100662806716852,0.4436,0.8752,0.5888
0.017100967582109387,0.4436,0.8752,0.5888
0.017104338854801247,0.4436,0.8752,0.5888
0.017114833483037384,0.4437,0.8752,0.5888
0.017116800850034895,0.4437,0.8752,0.5888
0.017120102208694338,0.4437,0.8752,0.5889
0.017121743342490125,0.4437,0.8752,0.5889
0.017122337243092593,0.4438,0.8752,0.5889
0.017122825837273432,0.4438,0.8752,0.5889
0.017127565139307917,0.4438,0.8752,0.589
0.017135113030193227,0.4438,0.8752,0.589
0.017145623403298407,0.4439,0.8752,0.589
0.017155959744561737,0.4439,0.8752,0.5891
0.01715835473231572,0.4441,0.8752,0.5892
0.01717029900947732,0.4441,0.8752,0.5892
0.01719456949968556,0.4441,0.8751,0.5892
0.01719493964660795,0.4441,0.8751,0.5892
0.017201333495004915,0.4442,0.8751,0.5893
0.01720460701147318,0.4442,0.8751,0.5893
0.017208952631901295,0.4442,0.8751,0.5893
0.017211017900347937,0.4443,0.8751,0.5893
0.01721560465645587,0.4444,0.8751,0.5894
0.017215939160668763,0.4445,0.8751,0.5895
0.01722304066880073,0.4445,0.8751,0.5896
0.017240648115734444,0.4445,0.8751,0.5896
0.017244410329783934,0.4446,0.8751,0.5896
0.017247537649784643,0.4446,0.8751,0.5896
0.017247607678841866,0.4446,0.8751,0.5897
0.017264160092518258,0.4447,0.8751,0.5897
0.017269491132590763,0.4447,0.8751,0.5897
0.017274062867809067,0.4447,0.8751,0.5897
0.017274147117755212,0.4447,0.8751,0.5897
0.01727538439455321,0.4447,0.8751,0.5898
0.017276977368208674,0.4448,0.8751,0.5898
0.017278368420858784,0.4448,0.8751,0.5898
0.01728552975350146,0.4448,0.8749,0.5898
0.017285769474451363,0.4448,0.8749,0.5898
0.017289657919028447,0.4448,0.8749,0.5898
0.017291155336196497,0.4449,0.8749,0.5898
0.017293774528259868,0.4449,0.8749,0.5898
0.01729466005822167,0.4449,0.8749,0.5898
0.017294888549780254,0.4449,0.8749,0.5899
0.017295432528792273,0.445,0.8749,0.5899
0.017298324768286865,0.445,0.8749,0.5899
0.017313670210076987,0.445,0.8749,0.59
0.017317629668012497,0.445,0.8749,0.59
0.01731816426895153,0.445,0.8749,0.59
0.01732725662348783,0.4451,0.8749,0.59
0.017337909769921705,0.4451,0.8749,0.59
0.017338706601985,0.4451,0.8749,0.59
0.017349029282846602,0.4451,0.8749,0.5901
0.017353523191126267,0.4452,0.8749,0.5901
0.017360584919662803,0.4452,0.8749,0.5901
0.017364195525267613,0.4452,0.8749,0.5901
0.017374336557571896,0.4453,0.8749,0.5902
0.017378503331241114,0.4453,0.8749,0.5902
0.017378515912807726,0.4454,0.8749,0.5903
0.01737983825989956,0.4454,0.8749,0.5903
0.01738164259580492,0.4454,0.8749,0.5903
0.017384585133469185,0.4455,0.8749,0.5904
0.01739101680293981,0.4455,0.8749,0.5904
0.01739224773914347,0.4456,0.8749,0.5904
0.017395531394389315,0.4456,0.8749,0.5905
0.017430519640678394,0.4456,0.8749,0.5905
0.017434134754649472,0.4456,0.8749,0.5905
0.017439867334511226,0.4457,0.8749,0.5905
0.017442334321840672,0.4457,0.8748,0.5906
0.017452312350685523,0.4457,0.8748,0.5906
0.017458573957874948,0.4458,0.8748,0.5906
0.01746302659721806,0.4459,0.8748,0.5907
0.017483706584390614,0.4459,0.8748,0.5907
0.0174871141345549,0.446,0.8748,0.5908
0.017489062677865364,0.446,0.8748,0.5908
0.017502517043393877,0.446,0.8748,0.5908
0.017506424021974554,0.4461,0.8748,0.5909
0.017516029317226386,0.4461,0.8748,0.5909
0.01751800613108428,0.4461,0.8748,0.5909
0.017518491199651678,0.4461,0.8748,0.5909
0.017529869008068123,0.4462,0.8748,0.5909
0.017532268294109383,0.4462,0.8748,0.591
0.017536712754447997,0.4463,0.8748,0.5911
0.017552294750909095,0.4463,0.8748,0.5911
0.01756487726794209,0.4464,0.8748,0.5911
0.017582274759914026,0.4464,0.8748,0.5911
0.017587375198937362,0.4464,0.8748,0.5911
0.017588529954803877,0.4464,0.8748,0.5912
0.017597180513826628,0.4465,0.8748,0.5912
0.017598248916171826,0.4465,0.8748,0.5912
0.017599617835824508,0.4465,0.8748,0.5912
0.017617157502393264,0.4465,0.8748,0.5913
0.017617403138045214,0.4466,0.8748,0.5913
0.017620905990990934,0.4466,0.8748,0.5913
0.017625887963342055,0.4466,0.8748,0.5914
0.017653758917245053,0.4467,0.8748,0.5914
0.017655342956080705,0.4467,0.8748,0.5914
0.0176590218348668,0.4467,0.8748,0.5914
0.017664969911556035,0.4467,0.8748,0.5914
0.017670636847088146,0.4467,0.8748,0.5914
0.017695296298966316,0.4468,0.8748,0.5915
0.017697242306586786,0.4468,0.8748,0.5915
0.017699972097490007,0.4469,0.8748,0.5916
0.017702306078252388,0.447,0.8748,0.5916
0.017705935966871273,0.447,0.8748,0.5917
0.017707490116434514,0.447,0.8748,0.5917
0.017709725177223502,0.447,0.8748,0.5917
0.017730242430522153,0.4471,0.8748,0.5917
0.017732793901964358,0.4471,0.8748,0.5918
0.017748200924727623,0.4471,0.8748,0.5918
0.017758632534556146,0.4472,0.8748,0.5918
0.01777119850878394,0.4472,0.8748,0.5919
0.017792267536749385,0.4472,0.8748,0.5919
0.01779808944546991,0.4472,0.8748,0.5919
0.01781338534344288,0.4473,0.8748,0.5919
0.01781398900604519,0.4473,0.8748,0.5919
0.01781791798985182,0.4473,0.8748,0.5919
0.01782149861647169,0.4473,0.8748,0.592
0.01783112557194702,0.4473,0.8748,0.592
0.01784227804738674,0.4473,0.8748,0.592
0.01784954503309795,0.4475,0.8748,0.5921
0.01786350354312013,0.4475,0.8748,0.5921
0.017883635147868882,0.4475,0.8748,0.5921
0.01788967334526899,0.4476,0.8748,0.5922
0.017912957850866905,0.4476,0.8748,0.5922
0.01791727692377263,0.4476,0.8748,0.5922
0.017924710346996952,0.4477,0.8748,0.5923
0.017929370897081697,0.4478,0.8748,0.5923
0.017938296149807745,0.4478,0.8748,0.5923
0.017938997852557027,0.4478,0.8748,0.5924
0.017943615822262893,0.4478,0.8748,0.5924
0.017952595031232754,0.4478,0.8748,0.5924
0.0179584308342378,0.4478,0.8748,0.5924
0.017967248529518125,0.4479,0.8748,0.5924
0.01799991587970358,0.4479,0.8748,0.5925
0.018013370895905795,0.448,0.8748,0.5925
0.01802141965808927,0.448,0.8748,0.5926
0.018022183436513,0.4481,0.8748,0.5926
0.018033127250986814,0.4481,0.8748,0.5926
0.018034197997497205,0.4481,0.8748,0.5927
0.018058219238678903,0.4481,0.8748,0.5927
0.0180698232495773,0.4482,0.8748,0.5927
0.018070765037842013,0.4482,0.8748,0.5927
0.01807852937124942,0.4483,0.8748,0.5928
0.018078563516649493,0.4483,0.8748,0.5928
0.01808899056248093,0.4484,0.8748,0.5929
0.018090447369627356,0.4488,0.8748,0.5932
0.018095600065748518,0.4488,0.8748,0.5933
0.018102037445268945,0.4489,0.8748,0.5933
0.018125256335607767,0.4489,0.8748,0.5933
0.018131056286036912,0.4489,0.8748,0.5933
0.018135793923193255,0.4489,0.8748,0.5934
0.01814436220705686,0.4491,0.8748,0.5935
0.01814926552425956,0.4492,0.8748,0.5936
0.018154922340652503,0.4493,0.8748,0.5937
0.01815683669825916,0.4493,0.8748,0.5937
0.018158492213337207,0.4494,0.8748,0.5937
0.018176263153725027,0.4495,0.8748,0.5938
0.01817819072491471,0.4495,0.8748,0.5939
0.01820099701711139,0.4496,0.8748,0.5939
0.018205999624312363,0.4496,0.8748,0.5939
0.018219901642554378,0.4497,0.8748,0.594
0.018221497374223794,0.4497,0.8748,0.594
0.018221670016134915,0.4497,0.8748,0.5941
0.01822996101268402,0.4497,0.8748,0.5941
0.01823221162075633,0.4498,0.8748,0.5941
0.01824132523461227,0.4498,0.8748,0.5941
0.018246440223998496,0.4498,0.8748,0.5941
0.018252154271627356,0.4498,0.8748,0.5941
0.01825481444991334,0.4499,0.8748,0.5942
0.018259970997939228,0.4499,0.8748,0.5942
0.018273576165989475,0.4499,0.8748,0.5942
0.018283319670183266,0.4499,0.8748,0.5942
0.018291302181544167,0.4499,0.8748,0.5942
0.018297303189003487,0.45,0.8748,0.5943
0.018299318516743955,0.45,0.8748,0.5943
0.018306072601498715,0.45,0.8748,0.5943
0.018311479292033736,0.4501,0.8748,0.5944
0.0183171544635608,0.4501,0.8748,0.5944
0.018332525234523427,0.4502,0.8748,0.5944
0.01834226739933178,0.4502,0.8748,0.5944
0.018374028945821345,0.4502,0.8748,0.5945
0.018385379414758526,0.4502,0.8748,0.5945
0.01839316678871067,0.4502,0.8748,0.5945
0.018399355838682227,0.4503,0.8748,0.5945
0.018420406195904834,0.4503,0.8748,0.5946
0.018422353422738534,0.4504,0.8748,0.5946
0.01842916008747679,0.4505,0.8748,0.5947
0.018431370320078716,0.4505,0.8748,0.5947
0.01844156359408065,0.4505,0.8748,0.5948
0.018452739981061925,0.4506,0.8748,0.5948
0.018463534556287072,0.4506,0.8748,0.5948
0.018483180032376114,0.4506,0.8748,0.5948
0.01848347777613896,0.4507,0.8748,0.5949
0.018493629452486306,0.4508,0.8748,0.5949
0.01849499461170354,0.4508,0.8748,0.595
0.01850378418647042,0.4508,0.8747,0.5949
0.018510250151053464,0.4508,0.8747,0.595
0.018529922688330928,0.4508,0.8747,0.595
0.018547662831615876,0.4508,0.8747,0.595
0.018547879275089257,0.4509,0.8747,0.595
0.018548664692300498,0.4509,0.8747,0.5951
0.018584357545002192,0.4509,0.8747,0.5951
0.018601511081963645,0.451,0.8747,0.5951
0.018611474819325294,0.451,0.8747,0.5951
0.018615117135407165,0.451,0.8747,0.5951
0.01861631917722538,0.451,0.8747,0.5951
0.01862389461613072,0.451,0.8747,0.5951
0.01863011957027442,0.451,0.8747,0.5952
0.01863231260739981,0.451,0.8747,0.5952
0.01865762116244753,0.4511,0.8747,0.5952
0.01865910510324009,0.4511,0.8747,0.5952
0.01866173215936428,0.4512,0.8747,0.5953
0.01866237310206593,0.4512,0.8747,0.5953
0.018679455174281642,0.4512,0.8747,0.5953
0.018689210823473527,0.4512,0.8747,0.5953
0.01868950993714206,0.4513,0.8747,0.5954
0.01871325034768954,0.4513,0.8747,0.5954
0.018722141508919713,0.4513,0.8747,0.5954
0.01872518668815449,0.4513,0.8747,0.5954
0.01873285643474594,0.4514,0.8747,0.5955
0.01873382111000979,0.4515,0.8747,0.5956
0.018741626275020868,0.4515,0.8745,0.5956
0.018746750733494008,0.4516,0.8745,0.5956
0.018748545271584937,0.4516,0.8745,0.5956
0.018751211580437174,0.4518,0.8745,0.5958
0.01876531429482382,0.4518,0.8745,0.5958
0.018767349620046572,0.452,0.8745,0.596
0.018769671267163356,0.452,0.8745,0.596
0.018800136481110875,0.4521,0.8745,0.596
0.018805987738558853,0.4521,0.8745,0.5961
0.018810915691813167,0.4521,0.8745,0.5961
0.018812130011355847,0.4522,0.8745,0.5961
0.018836178288855202,0.4525,0.8745,0.5964
0.01884900722180176,0.4525,0.8745,0.5964
0.01886313594654902,0.4525,0.8745,0.5964
0.018870146706678876,0.4525,0.8745,0.5964
0.018879197772098108,0.4526,0.8745,0.5965
0.018907643323522304,0.4526,0.8745,0.5965
0.018912673838701984,0.4526,0.8745,0.5965
0.01892828931747061,0.4527,0.8745,0.5966
0.018930432792439767,0.4527,0.8745,0.5966
0.018935114477145635,0.4528,0.8745,0.5966
0.01894336241592398,0.4528,0.8745,0.5967
0.018952922373266488,0.4528,0.8745,0.5967
0.01895413331630411,0.4529,0.8745,0.5967
0.01897813353011049,0.4529,0.8745,0.5968
0.01898475472409739,0.453,0.8745,0.5968
0.018997336999999215,0.4531,0.8745,0.5969
0.0190174977076256,0.4531,0.8745,0.5969
0.019035725491191497,0.4532,0.8745,0.597
0.01904040021858934,0.4533,0.8745,0.5971
0.019042750477077163,0.4533,0.8745,0.5971
0.0190447491943961,0.4534,0.8745,0.5972
0.01906391885412327,0.4535,0.8745,0.5973
0.019081116831440606,0.4536,0.8745,0.5974
0.01908149476510298,0.4537,0.8745,0.5974
0.019083071089724218,0.4537,0.8745,0.5974
0.019089385216600335,0.4537,0.8745,0.5974
0.01909224263648378,0.4537,0.8745,0.5974
0.019103025868415214,0.4538,0.8745,0.5975
0.019105727604445275,0.4538,0.8745,0.5975
0.01911853901516239,0.454,0.8745,0.5977
0.019145231714882128,0.454,0.8745,0.5977
0.01915638840883273,0.4544,0.8745,0.5981
0.019185767609532226,0.4544,0.8745,0.5981
0.0191877613950851,0.4546,0.8745,0.5982
0.019189919159649682,0.4546,0.8745,0.5982
0.019195468970629934,0.4547,0.8745,0.5983
0.01919778415523011,0.4547,0.8745,0.5983
0.019198187150160653,0.4548,0.8745,0.5984
0.0191998196062551,0.4548,0.8745,0.5984
0.019205413499295665,0.4549,0.8745,0.5985
0.01921176160889148,0.4549,0.8745,0.5985
0.019215152172384002,0.455,0.8745,0.5986
0.019228922348744796,0.4551,0.8745,0.5987
0.019248317821180243,0.4552,0.8745,0.5987
0.01925903512219673,0.4552,0.8745,0.5987
0.019299256219634523,0.4553,0.8741,0.5987
0.019311265997247522,0.4553,0.8741,0.5988
0.01932089295272285,0.4553,0.8741,0.5988
0.01935830276651164,0.4554,0.8741,0.5988
0.019363859212929355,0.4554,0.874,0.5987
0.019367728652043795,0.4554,0.874,0.5988
0.019374579054395994,0.4554,0.874,0.5988
0.019376301097339045,0.4555,0.874,0.5989
0.019400330349177666,0.4555,0.874,0.5989
0.019405783951992932,0.4557,0.874,0.599
0.01943581197160263,0.4559,0.874,0.5992
0.019450181709780672,0.4559,0.874,0.5992
0.019475326740095642,0.456,0.874,0.5993
0.01947846914575072,0.4564,0.874,0.5996
0.01948263283998885,0.4564,0.874,0.5996
0.019486776816680602,0.4565,0.874,0.5997
0.0194913157707067,0.4565,0.874,0.5998
0.019510118251696858,0.4565,0.874,0.5998
0.01955819719512291,0.4566,0.874,0.5998
0.019568928175842444,0.4567,0.874,0.5999
0.019629625766551483,0.4567,0.874,0.5999
0.01963287130347587,0.4569,0.874,0.6001
0.019664195319755842,0.4569,0.8739,0.6001
0.01966783546546848,0.4569,0.8739,0.6001
0.019710496874319722,0.457,0.8739,0.6001
0.019725949241169025,0.457,0.8739,0.6001
0.019731953488440594,0.457,0.8738,0.6001
0.019769172548251234,0.457,0.8738,0.6001
0.019790721304118356,0.4572,0.8738,0.6003
0.019794254276689748,0.4572,0.8738,0.6003
0.019799793410093892,0.4575,0.8738,0.6006
0.019802131001840494,0.4575,0.8738,0.6006
0.01981462680649925,0.4575,0.8738,0.6006
0.019816942031524936,0.4575,0.8738,0.6006
0.019820673520332007,0.4576,0.8738,0.6006
0.01983710424319058,0.4576,0.8738,0.6006
0.01984129288595478,0.4576,0.8738,0.6006
0.019863541234169422,0.4576,0.8738,0.6007
0.019871050110606345,0.4577,0.8738,0.6007
0.01987534044962618,0.4577,0.8738,0.6007
0.01989319981270223,0.4578,0.8738,0.6008
0.019933742855934543,0.4578,0.8738,0.6008
0.019945068120768294,0.4578,0.8736,0.6007
0.01994852177941367,0.4578,0.8736,0.6008
0.01998003257464348,0.4578,0.8736,0.6008
0.019983034877646164,0.4578,0.8736,0.6008
0.01998994694277066,0.4581,0.8736,0.6011
0.019992068044498042,0.4582,0.8736,0.6011
0.020005367304225172,0.4582,0.8736,0.6011
0.020007605894956815,0.4582,0.8736,0.6011
0.02002020727794132,0.4583,0.8736,0.6012
0.020037135892354053,0.4586,0.8736,0.6015
0.02004601766603782,0.4587,0.8736,0.6016
0.020056354007301155,0.4588,0.8736,0.6016
0.020106354007301156,0.4589,0.8736,0.6017
0.020134351784431837,0.459,0.8736,0.6018
0.020147798598072548,0.459,0.8736,0.6018
0.02015987773939011,0.459,0.8736,0.6018
0.02016544340265294,0.4598,0.8736,0.6025
0.020177077364885887,0.4598,0.8736,0.6025
0.020193385230324205,0.4598,0.8736,0.6025
0.02022357578062056,0.4598,0.8736,0.6025
0.020236404713567115,0.4598,0.8736,0.6025
0.020248035352900304,0.4598,0.8736,0.6025
0.020265777406516867,0.4599,0.8736,0.6026
0.020266595263863464,0.46,0.8736,0.6026
0.02027730865682394,0.46,0.8736,0.6026
0.020279792896419742,0.46,0.8736,0.6026
0.02028697812355198,0.46,0.8736,0.6026
0.020320893839834025,0.4601,0.8736,0.6027
0.020328495519826753,0.4602,0.8736,0.6029
0.020354223858503336,0.4604,0.8736,0.603
0.020357510971245142,0.4605,0.8736,0.6031
0.020364979391757385,0.4605,0.8736,0.6031
0.020388814982564597,0.4606,0.8736,0.6031
0.02042344494355609,0.4606,0.8736,0.6032
0.020467962743455737,0.4606,0.8736,0.6032
0.0204873984058325,0.4607,0.8736,0.6033
0.020507711814728914,0.4608,0.8736,0.6033
0.02051669711716036,0.4608,0.8736,0.6034
0.02052580753825901,0.4609,0.8736,0.6034
0.020549907662413665,0.4611,0.8736,0.6036
0.02057626322404658,0.4614,0.8736,0.6038
0.02059141908167493,0.4614,0.8736,0.6039
0.020600125903463364,0.4614,0.8736,0.6039
0.02060613981145497,0.4615,0.8736,0.6039
0.020626882971482855,0.4616,0.8736,0.604
0.020630002490871758,0.4617,0.8736,0.6041
0.020635710867155113,0.4617,0.8736,0.6041
0.02065424181069461,0.4617,0.8736,0.6041
0.02067216504207196,0.4618,0.8736,0.6042
0.020673657007224615,0.4618,0.8736,0.6042
0.020687219312746183,0.4619,0.8736,0.6043
0.020691600034288524,0.462,0.8736,0.6044
0.020697442448370563,0.4622,0.8736,0.6046
0.020705266521492696,0.4623,0.8736,0.6046
0.02073335694658719,0.4623,0.8736,0.6046
0.02076411649700398,0.4623,0.8736,0.6046
0.020777344509729876,0.4624,0.8736,0.6048
0.02079813598127151,0.4625,0.8736,0.6048
0.020808303155632167,0.4625,0.8736,0.6048
0.02087352766443292,0.4625,0.8736,0.6048
0.020889297167588132,0.4625,0.8736,0.6048
0.020899319725329605,0.4625,0.8736,0.6048
0.02090401125452719,0.4625,0.8736,0.6048
0.02091195328205519,0.4626,0.8736,0.6049
0.020928802376449937,0.4627,0.8736,0.605
0.02095467581502281,0.4628,0.8736,0.605
0.020978538494439595,0.4629,0.8736,0.6051
0.02099153564265467,0.4632,0.8736,0.6054
0.021015398322071457,0.4637,0.8736,0.6058
0.02107059761711547,0.4638,0.8736,0.6059
0.021088327860313182,0.4639,0.8736,0.606
0.021139987801437964,0.464,0.8736,0.6061
0.02114720120911767,0.464,0.8736,0.6061
0.02114728084421056,0.4641,0.8736,0.6061
0.02116969236784617,0.4641,0.8736,0.6061
0.021183264384798176,0.4641,0.8736,0.6062
0.02120701473033846,0.4641,0.8736,0.6062
0.0212430021266683,0.4642,0.8736,0.6062
0.021295613209870445,0.4642,0.8736,0.6062
0.021308217990790936,0.4647,0.8736,0.6067
0.021363765377291063,0.4647,0.8736,0.6067
0.02138890425062529,0.4648,0.8736,0.6068
0.0214449143572554,0.4649,0.8736,0.6068
0.021448857095804873,0.4649,0.8736,0.6068
0.021455519462492707,0.4649,0.8736,0.6068
0.021493242728643315,0.4649,0.8736,0.6068
0.021548212931633306,0.4649,0.8736,0.6069
0.02161072080923843,0.4654,0.8734,0.6072
0.021625335265624355,0.4654,0.8734,0.6072
0.021680782179783132,0.4656,0.8734,0.6074
0.021708339040951694,0.4658,0.8734,0.6075
0.021715602149920382,0.4658,0.8734,0.6076
0.0217307421638265,0.4659,0.8734,0.6076
0.021747279569342207,0.4659,0.8734,0.6077
0.021788450127659932,0.466,0.8734,0.6077
0.021805399117877208,0.466,0.8734,0.6077
0.021808193172047373,0.4661,0.8734,0.6078
0.021815850699705687,0.4662,0.8734,0.6079
0.021911394336857945,0.4663,0.8734,0.608
0.021937678607487677,0.4663,0.8734,0.608
0.021978310463952478,0.4663,0.8734,0.608
0.021982848643304676,0.4665,0.8734,0.6081
0.022029368965379312,0.4667,0.8734,0.6083
0.02210707687788004,0.4667,0.8734,0.6084
0.022186283794180396,0.4668,0.8734,0.6084
0.022194649855917563,0.4668,0.8733,0.6084
0.022227275957267683,0.4668,0.8733,0.6084
0.022251479402442938,0.4668,0.8733,0.6084
0.022284465203956456,0.4668,0.8733,0.6084
0.022312970424226378,0.4669,0.8733,0.6084
0.02233053757638319,0.4669,0.8733,0.6085
0.022342512722505307,0.4669,0.8733,0.6085
0.022375529878869344,0.467,0.8733,0.6085
0.02239251272250531,0.4671,0.8733,0.6086
0.022460823634544092,0.4672,0.8733,0.6087
0.02248449564582227,0.4672,0.8733,0.6087
0.022535834783564457,0.4672,0.8733,0.6088
0.0225700643973351,0.4673,0.8733,0.6088
0.02261504733578258,0.4674,0.8733,0.6089
0.022623489144177347,0.4674,0.8733,0.6089
0.022647468726110273,0.4674,0.8733,0.6089
0.0227309185640536,0.4675,0.8733,0.6089
0.02277931646235718,0.4675,0.8733,0.609
0.022853207593299844,0.4675,0.8733,0.609
0.02286332009421476,0.4676,0.8733,0.6091
0.022931456981435266,0.4677,0.8733,0.6091
0.02296975655367545,0.4677,0.8733,0.6092
0.023007387176789986,0.4678,0.8733,0.6092
0.02304409842255495,0.4678,0.8733,0.6093
0.02306989045192137,0.4679,0.8733,0.6093
0.02313198408644441,0.4679,0.8733,0.6093
0.02316168143896903,0.468,0.8733,0.6094
0.023183272232075024,0.468,0.8732,0.6094
0.02321802354155157,0.468,0.8732,0.6094
0.023262386495252953,0.4683,0.8732,0.6096
0.02327238981029999,0.4683,0.8732,0.6097
0.023274227749252096,0.4685,0.8732,0.6098
0.023275313406534666,0.4685,0.8732,0.6098
0.02335942941751224,0.4685,0.8732,0.6098
0.02337042818896768,0.4686,0.8732,0.6099
0.02337829145024846,0.4686,0.8732,0.6099
0.023406796670518388,0.4686,0.8732,0.6099
0.023411259541739556,0.4686,0.8732,0.6099
0.02354480233585774,0.4686,0.8731,0.6099
0.023559908087842227,0.4687,0.8731,0.61
0.023565220689996634,0.4687,0.8725,0.6098
0.023590644078371505,0.4687,0.8725,0.6098
0.023607399135235466,0.4688,0.8725,0.6099
0.02361371932336671,0.4689,0.8725,0.61
0.023635046174746946,0.4689,0.8725,0.61
0.023678121266441875,0.469,0.8724,0.61
0.023719446339507424,0.469,0.8724,0.6101
0.023743351879441404,0.4691,0.8721,0.61
0.02377185709971133,0.4691,0.8721,0.6101
0.02387688924090989,0.4691,0.8721,0.6101
0.023886790013105095,0.4692,0.8721,0.6101
0.023952560875331035,0.4696,0.8721,0.6105
0.023982921707040403,0.4696,0.8721,0.6105
0.02399221899739431,0.4696,0.8721,0.6105
0.024062562708172152,0.4697,0.8721,0.6105
0.024155727809912236,0.4697,0.8721,0.6106
0.024180532903303062,0.4697,0.8721,0.6106
0.0241990937092416,0.4697,0.8721,0.6106
0.024223064877865318,0.4698,0.8721,0.6106
