PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.009491530294303442,0.3916,0.8789,0.5418
0.009494575362703546,0.3916,0.8789,0.5418
0.009501389354652742,0.3917,0.8789,0.5419
0.00950519037213285,0.3917,0.8789,0.5419
0.009505309883854238,0.3917,0.8789,0.5419
0.009509109036734098,0.3917,0.8789,0.5419
0.009519784070981141,0.3918,0.8789,0.542
0.00952373224111775,0.3918,0.8789,0.542
0.009523819058303806,0.3918,0.8789,0.542
0.009524765909415096,0.3918,0.8789,0.542
0.009544466344682496,0.3918,0.8789,0.542
0.009545199746553629,0.3919,0.8789,0.5421
0.009546747765902093,0.3919,0.8789,0.5421
0.009549456448855215,0.3919,0.8789,0.5421
0.009554066660089308,0.3919,0.8789,0.5421
0.009555307110868425,0.392,0.8789,0.5421
0.009569554208666115,0.392,0.8789,0.5421
0.009597447001165937,0.392,0.8789,0.5422
0.009598410392302739,0.392,0.8789,0.5422
0.009599896399766387,0.392,0.8789,0.5422
0.009599911378058662,0.392,0.8789,0.5422
0.009601337569520583,0.392,0.8789,0.5422
0.009608948246627417,0.392,0.8789,0.5422
0.009617976299316938,0.392,0.8789,0.5422
0.009624851418827678,0.392,0.8789,0.5422
0.009628690300970858,0.392,0.8789,0.5422
0.009628863596222623,0.392,0.8789,0.5422
0.009634226493686452,0.3921,0.8789,0.5423
0.009634446089461818,0.3921,0.8789,0.5423
0.009639199937485953,0.3921,0.8789,0.5423
0.009640159768852758,0.3922,0.8789,0.5424
0.009641385214418203,0.3922,0.8789,0.5424
0.009641748083342254,0.3922,0.8789,0.5424
0.00965498065524954,0.3922,0.8789,0.5424
0.009656796580972137,0.3922,0.8789,0.5424
0.00966403913097958,0.3922,0.8789,0.5424
0.00967272322758707,0.3922,0.8789,0.5424
0.009673609341420492,0.3922,0.8789,0.5424
0.009674653189033577,0.3922,0.8789,0.5424
0.009676999364311456,0.3922,0.8789,0.5424
0.009677726126779435,0.3922,0.8789,0.5424
0.009678817218348856,0.3923,0.8789,0.5424
0.00968455389550779,0.3923,0.8789,0.5425
0.009685585503542605,0.3923,0.8789,0.5425
0.009690399417567577,0.3923,0.8789,0.5425
0.009694832554292513,0.3923,0.8789,0.5425
0.009695130570006507,0.3924,0.8789,0.5425
0.009698796558242927,0.3924,0.8789,0.5425
0.0096991523079334,0.3924,0.8789,0.5426
0.009702942901375517,0.3924,0.8789,0.5426
0.009709360924493227,0.3924,0.8789,0.5426
0.009715380939496539,0.3925,0.8789,0.5427
0.009722612768250902,0.3925,0.8789,0.5427
0.009722649635270031,0.3925,0.8789,0.5427
0.009725449789672845,0.3925,0.8789,0.5427
0.009728385658476151,0.3925,0.8789,0.5427
0.009729533094811334,0.3925,0.8789,0.5427
0.009732002669486714,0.3926,0.8789,0.5427
0.009734304690319304,0.3926,0.8789,0.5427
0.009735073477557435,0.3926,0.8789,0.5427
0.009735667802370363,0.3926,0.8789,0.5427
0.00973981405437042,0.3926,0.8789,0.5427
0.009741015899001398,0.3926,0.8789,0.5428
0.00974622515719655,0.3926,0.8789,0.5428
0.009747748619059844,0.3926,0.8789,0.5428
0.009750772793223193,0.3926,0.8789,0.5428
0.009756358048152359,0.3927,0.8789,0.5428
0.009764307577889632,0.3927,0.8789,0.5428
0.009770717675204014,0.3927,0.8789,0.5429
0.009772762053666933,0.3927,0.8789,0.5429
0.009776518573181237,0.3927,0.8789,0.5429
0.009781072422333123,0.3927,0.8789,0.5429
0.009784340545957228,0.3928,0.8789,0.543
0.009785894633875315,0.3928,0.8789,0.543
0.009789216576216765,0.3929,0.8789,0.543
0.009792955483049665,0.3929,0.8789,0.543
0.009795826613399863,0.3929,0.8789,0.5431
0.00979659954191318,0.3929,0.8789,0.5431
0.009799540674012976,0.3929,0.8789,0.5431
0.009799713787602493,0.3929,0.8789,0.5431
0.00980019447293278,0.3929,0.8789,0.5431
0.009800704182320865,0.3929,0.8789,0.5431
0.009801144752613273,0.393,0.8789,0.5431
0.009802681719809997,0.393,0.8789,0.5432
0.00980944925366936,0.393,0.8789,0.5432
0.009810217426960631,0.393,0.8789,0.5432
0.009811345609194956,0.393,0.8789,0.5432
0.009819071848030875,0.3931,0.8789,0.5432
0.009822422358080713,0.3931,0.8789,0.5432
0.009822471739418729,0.3931,0.8789,0.5432
0.009832236365220674,0.3931,0.8789,0.5432
0.009834728788776757,0.3931,0.8789,0.5433
0.009835782444265948,0.3931,0.8789,0.5433
0.009837562829990888,0.3932,0.8789,0.5433
0.009838935947104246,0.3932,0.8789,0.5433
0.00983926359599145,0.3932,0.8789,0.5433
0.009840100984643699,0.3932,0.8789,0.5433
0.009845459302881164,0.3933,0.8789,0.5434
0.009852055583614076,0.3933,0.8788,0.5434
0.009861868824737352,0.3933,0.8788,0.5434
0.00986336690673794,0.3933,0.8788,0.5434
0.009864087989052119,0.3933,0.8788,0.5434
0.009868127297833628,0.3933,0.8788,0.5434
0.009868982729826786,0.3933,0.8788,0.5434
0.009870467175521402,0.3933,0.8788,0.5434
0.009871097027296582,0.3934,0.8788,0.5435
0.009873590935288014,0.3934,0.8788,0.5435
0.009874801198599915,0.3934,0.8788,0.5435
0.009876057529729372,0.3934,0.8788,0.5435
0.009878065561857888,0.3934,0.8788,0.5435
0.009881109290755806,0.3934,0.8788,0.5435
0.009886405445995677,0.3934,0.8788,0.5435
0.009886456838508553,0.3934,0.8788,0.5435
0.009898890817365183,0.3934,0.8783,0.5434
0.009904060418780088,0.3934,0.8783,0.5434
0.009906010445586812,0.3935,0.8783,0.5435
0.009913485068975506,0.3935,0.8783,0.5435
0.00991665024708224,0.3935,0.8783,0.5435
0.00991881063395233,0.3935,0.8783,0.5435
0.009920639840028065,0.3935,0.8783,0.5435
0.009922655763345474,0.3935,0.8783,0.5435
0.009926135067174985,0.3935,0.8783,0.5435
0.009926990499168143,0.3936,0.8783,0.5436
0.009930513788832942,0.3936,0.8783,0.5436
0.00993078122894852,0.3936,0.8783,0.5436
0.009931432372743873,0.3936,0.8783,0.5436
0.009934701758150016,0.3937,0.8783,0.5437
0.009938531988019693,0.3938,0.8782,0.5438
0.0099422669566522,0.3938,0.8782,0.5438
0.009942688009326092,0.3938,0.8782,0.5438
0.009943543441319248,0.3939,0.8782,0.5439
0.009949850255938588,0.3939,0.8782,0.5439
0.009951133150340344,0.3939,0.8782,0.5439
0.00995754923328238,0.3939,0.8782,0.5439
0.009957874938367818,0.3939,0.8782,0.5439
0.00995857501901712,0.3939,0.8782,0.5439
0.009962495548218616,0.394,0.8782,0.5439
0.009963671037512755,0.394,0.8782,0.544
0.009964526956540572,0.394,0.8782,0.5439
0.00996987375902989,0.394,0.8782,0.544
0.009976391423309512,0.394,0.8782,0.544
0.009977860289873908,0.3941,0.8782,0.5441
0.009978999227443735,0.3941,0.8782,0.5441
0.009979190727251418,0.3942,0.8782,0.5441
0.00998026371889575,0.3942,0.8782,0.5441
0.009985344863307453,0.3942,0.8782,0.5442
0.009986483770024014,0.3942,0.8782,0.5442
0.00998752909386929,0.3942,0.8782,0.5442
0.009991447822437388,0.3942,0.8782,0.5442
0.009994746262716134,0.3942,0.8782,0.5442
0.009996777844259015,0.3943,0.8782,0.5442
0.00999689027970585,0.3943,0.8782,0.5442
0.010003832220406857,0.3943,0.8782,0.5442
0.010007904564932288,0.3943,0.8782,0.5442
0.010009288856615213,0.3943,0.8782,0.5442
0.010009852819128973,0.3943,0.8782,0.5443
0.010010197280998157,0.3944,0.8782,0.5443
0.010014122890865285,0.3944,0.8782,0.5444
0.010015909872430069,0.3945,0.8782,0.5444
0.01002180387843249,0.3945,0.8782,0.5444
0.01002246206388065,0.3945,0.8782,0.5444
0.010022480753532636,0.3945,0.8782,0.5445
0.010023343186267093,0.3945,0.8782,0.5445
0.010024099250327921,0.3945,0.8782,0.5445
0.010024306577403894,0.3945,0.8782,0.5445
0.010024659842048339,0.3945,0.8782,0.5445
0.010026560917361795,0.3946,0.8782,0.5445
0.01002902300225688,0.3946,0.8782,0.5445
0.010032798405143982,0.3947,0.8782,0.5446
0.01003378294361423,0.3947,0.8782,0.5447
0.010038167514796126,0.3948,0.8782,0.5447
0.010040459461510541,0.3948,0.8782,0.5447
0.010041023478411975,0.3949,0.8782,0.5448
0.010043872484418091,0.3949,0.8782,0.5448
0.010048687888320222,0.3949,0.8782,0.5448
0.010053414266285005,0.3949,0.8782,0.5448
0.010054139481205704,0.3949,0.8782,0.5448
0.010054831955296781,0.3949,0.8782,0.5448
0.010059814512377743,0.3949,0.8782,0.5448
0.010061909666955849,0.3949,0.8782,0.5448
0.010072257199025622,0.3949,0.8782,0.5448
0.010075693153098524,0.3949,0.8782,0.5448
0.01007949624979138,0.395,0.8782,0.5449
0.010082185857865428,0.395,0.8782,0.5449
0.010085547968508057,0.395,0.8782,0.5449
0.010088526598376094,0.3951,0.8782,0.545
0.01009209192152301,0.3951,0.8782,0.545
0.010095886408886605,0.3952,0.8782,0.5451
0.010096988773678048,0.3952,0.8782,0.5451
0.01010563926686309,0.3952,0.8782,0.5451
0.0101069164506845,0.3953,0.8782,0.5451
0.010108810684377637,0.3953,0.8782,0.5451
0.010109410518791911,0.3953,0.8782,0.5452
0.010109993397148203,0.3953,0.8782,0.5452
0.010113553350830536,0.3953,0.8782,0.5452
0.010114322138068668,0.3953,0.8782,0.5452
0.01011602069224851,0.3953,0.8782,0.5452
0.010116934355153956,0.3953,0.8782,0.5452
0.010118701130881948,0.3954,0.8782,0.5452
0.010119316079287871,0.3954,0.8782,0.5452
0.010120420572983806,0.3954,0.8782,0.5453
0.010120835579951587,0.3954,0.8782,0.5453
0.010121604367189719,0.3954,0.8782,0.5453
0.010130549989477355,0.3954,0.8782,0.5453
0.010131247443467365,0.3954,0.8782,0.5453
0.010131570761124526,0.3954,0.8782,0.5453
0.010137909810155199,0.3954,0.8782,0.5453
0.01015112129786107,0.3954,0.8782,0.5453
0.010151733647408324,0.3954,0.8782,0.5453
0.010154487258167982,0.3954,0.8782,0.5453
0.010156151035119089,0.3954,0.8782,0.5453
0.010157857417663597,0.3954,0.8782,0.5453
0.010162983005610757,0.3954,0.8782,0.5453
0.010164104223333404,0.3955,0.8782,0.5454
0.010165067614470205,0.3955,0.8782,0.5454
0.010166646210114726,0.3955,0.8782,0.5454
0.010181006697182913,0.3955,0.8782,0.5454
0.010184633521484403,0.3955,0.8782,0.5454
0.010186463333391271,0.3955,0.8782,0.5454
0.010193075044966176,0.3955,0.8782,0.5454
0.010200575549444056,0.3956,0.8782,0.5454
0.01020455236465519,0.3956,0.8782,0.5454
0.010206091499455715,0.3956,0.8782,0.5454
0.010207329360209034,0.3956,0.8782,0.5454
0.010220171928920007,0.3958,0.8782,0.5456
0.010221360567495676,0.3958,0.8782,0.5456
0.01022351639532802,0.3958,0.8782,0.5457
0.010234129174972286,0.3958,0.8782,0.5457
0.010236645828887548,0.3959,0.8782,0.5457
0.010248412344134109,0.3959,0.8782,0.5458
0.010250492811335922,0.3959,0.8782,0.5458
0.010255061964014862,0.396,0.8782,0.5458
0.010260041672477287,0.396,0.8782,0.5458
0.010261181610050117,0.396,0.8782,0.5458
0.01026299774296016,0.396,0.8782,0.5458
0.010265580862660608,0.396,0.8782,0.5458
0.010267233085030341,0.396,0.8782,0.5458
0.010273294301262182,0.396,0.8782,0.5458
0.010278290408088447,0.396,0.8782,0.5458
0.010286503941740424,0.396,0.8782,0.5459
0.010288634848084432,0.396,0.8782,0.5459
0.010293614556546858,0.396,0.8782,0.5459
0.010293959085213494,0.396,0.8782,0.5459
0.010298273959478774,0.396,0.8782,0.5459
0.010306358504406473,0.3961,0.8782,0.5459
0.010307446402103406,0.3967,0.8782,0.5465
0.010310000081005067,0.3967,0.8782,0.5465
0.010313627750680026,0.3967,0.8782,0.5465
0.010315994257256772,0.3967,0.8782,0.5466
0.010319292781656289,0.3967,0.8782,0.5466
0.010321230562909778,0.3968,0.8782,0.5466
0.010322206690577814,0.3968,0.8782,0.5466
0.010326906000879552,0.3968,0.8782,0.5466
0.010330210512412863,0.3968,0.8782,0.5467
0.010331379162501037,0.3969,0.8782,0.5467
0.010331991512048288,0.3969,0.8782,0.5467
0.010335989016660076,0.3969,0.8782,0.5467
0.010336155821295748,0.397,0.8782,0.5468
0.010336815386276992,0.397,0.8782,0.5468
0.010336844448653232,0.397,0.8782,0.5468
0.010337465032591413,0.397,0.8782,0.5468
0.010340976893969286,0.397,0.8782,0.5468
0.010344508994500139,0.397,0.8782,0.5468
0.010350743282790939,0.397,0.8782,0.5468
0.010351037998013492,0.397,0.8782,0.5468
0.01035191155528338,0.397,0.8782,0.5468
0.010355225338021641,0.397,0.8782,0.5468
0.010358224838268178,0.3971,0.8782,0.5469
0.010369159385150662,0.3971,0.8782,0.5469
0.010370693232251916,0.3971,0.8782,0.5469
0.010370780310552935,0.3971,0.8782,0.5469
0.010375472562189904,0.3971,0.8782,0.5469
0.01037740686595386,0.3971,0.8782,0.5469
0.010379259140526717,0.3971,0.8782,0.5469
0.010381625457848879,0.3971,0.8782,0.5469
0.010381742558991887,0.3971,0.8782,0.5469
0.010381923089160973,0.3972,0.8782,0.5469
0.01038508454220838,0.3972,0.8782,0.547
0.010386047933345183,0.3972,0.8782,0.547
0.010386954497550203,0.3972,0.8782,0.547
0.010393286796153114,0.3972,0.8782,0.547
0.0103952013393605,0.3972,0.8782,0.547
0.01039538043810442,0.3973,0.8782,0.5471
0.01039583527956554,0.3973,0.8782,0.5471
0.010400837074312776,0.3973,0.8782,0.5471
0.010401291915773896,0.3973,0.8782,0.5471
0.01040561384035938,0.3973,0.8782,0.5471
0.01040576037107236,0.3973,0.8782,0.5471
0.010406791690115833,0.3973,0.8782,0.5471
0.010413096373251999,0.3974,0.8782,0.5472
0.01041396806171637,0.3974,0.8782,0.5472
0.0104147065034508,0.3974,0.8782,0.5472
0.010419038621271888,0.3974,0.8782,0.5472
0.010419126760077807,0.3975,0.8782,0.5472
0.01041989554731594,0.3975,0.8782,0.5473
0.010421555868319032,0.3975,0.8782,0.5473
0.010426185884736755,0.3975,0.8782,0.5473
0.010427946827273991,0.3975,0.8782,0.5473
0.010433331744598845,0.3975,0.8782,0.5473
0.010444834692382192,0.3975,0.8782,0.5473
0.010452680534669112,0.3976,0.8782,0.5473
0.010454919706003341,0.3976,0.8782,0.5474
0.010455766680299948,0.3976,0.8782,0.5474
0.010456143376341064,0.3976,0.8782,0.5474
0.01045707066796919,0.3977,0.8782,0.5474
0.010460170005250447,0.3977,0.8782,0.5475
0.010465172800255202,0.3977,0.8782,0.5475
0.010471659237485623,0.3977,0.8782,0.5475
0.010471936176804487,0.3978,0.8782,0.5476
0.01047840234249777,0.3979,0.8782,0.5476
0.01047974898793966,0.3979,0.8782,0.5476
0.010482161928925093,0.3979,0.8782,0.5476
0.010488492590072916,0.3979,0.8782,0.5476
0.010492466821172258,0.3979,0.8782,0.5476
0.010493518029832382,0.3979,0.8782,0.5476
0.010511975226567345,0.398,0.8781,0.5477
0.010513570616001047,0.398,0.8781,0.5477
0.010515194990138442,0.398,0.8781,0.5477
0.010516156123157795,0.398,0.8781,0.5477
0.0105175903868099,0.398,0.8781,0.5477
0.01051845585454455,0.398,0.8781,0.5477
0.01052083645830851,0.398,0.8781,0.5478
0.010524483149644855,0.3982,0.8781,0.5479
0.010526039705241828,0.3982,0.8781,0.548
0.010529821062129206,0.3982,0.8781,0.548
0.0105358225972718,0.3983,0.8781,0.548
0.010554749924378742,0.3983,0.8781,0.548
0.010560870233689321,0.3983,0.8781,0.548
0.01057249515169913,0.3983,0.8781,0.548
0.010573046397712716,0.3984,0.8781,0.5481
0.010578649913264376,0.3984,0.8781,0.5481
0.01058299581992356,0.3984,0.8781,0.5481
0.010583214318067613,0.3984,0.8781,0.5481
0.010584453057243086,0.3984,0.8781,0.5481
0.010587511013758379,0.3985,0.8781,0.5482
0.010589275212146884,0.3985,0.8781,0.5482
0.010590459333922546,0.3985,0.8781,0.5482
0.010595302507247188,0.3985,0.8781,0.5483
0.010595442393076254,0.3986,0.8781,0.5483
0.010598016993903947,0.3986,0.8781,0.5483
0.010602280633251646,0.3986,0.8781,0.5483
0.010604240101783884,0.3987,0.8781,0.5484
0.010605472137377019,0.3987,0.8781,0.5484
0.010608164557562137,0.3987,0.8781,0.5484
0.010613903393061735,0.3988,0.8781,0.5484
0.01062304526285969,0.3988,0.8781,0.5485
0.010624528193925774,0.3988,0.8781,0.5485
0.010625438661293698,0.3988,0.8781,0.5485
0.010626050668920018,0.3988,0.8781,0.5485
0.010627959404476733,0.3988,0.8781,0.5485
0.010629484060541265,0.3989,0.8781,0.5485
0.010639293436786755,0.3989,0.8781,0.5485
0.010639725529207318,0.3989,0.8781,0.5485
0.010641802297657335,0.3989,0.8781,0.5486
0.01064251415955078,0.3989,0.8781,0.5486
0.01064971226546093,0.3989,0.8781,0.5486
0.01065518406540321,0.3989,0.8781,0.5486
0.010656727556806304,0.399,0.8781,0.5487
0.010660544381914504,0.399,0.8781,0.5487
0.01066614807687121,0.399,0.8781,0.5487
0.010672537700626136,0.399,0.8781,0.5487
0.010676933547736276,0.399,0.8781,0.5487
0.010677866740327462,0.399,0.8781,0.5487
0.010683291717648789,0.3991,0.8781,0.5487
0.010686133177296234,0.3991,0.8781,0.5488
0.01069356107157227,0.3991,0.8781,0.5488
0.010694655103421338,0.3991,0.8781,0.5488
0.010696161347891366,0.3991,0.8781,0.5488
0.010704050496548701,0.3992,0.8781,0.5488
0.010705308642375466,0.3992,0.8781,0.5488
0.01071630167844911,0.3992,0.8781,0.5488
0.0107186419757088,0.3992,0.8781,0.5488
0.01071941095033069,0.3992,0.8781,0.5489
0.010722448893489937,0.3992,0.8781,0.5489
0.010729136961555013,0.3992,0.8781,0.5489
0.010733904734441014,0.3992,0.8781,0.5489
0.010735852866416245,0.3993,0.8781,0.5489
0.010736596510144759,0.3993,0.8781,0.549
0.010738524850476099,0.3993,0.8781,0.549
0.010738893927295748,0.3993,0.8781,0.549
0.010744687746212648,0.3993,0.8781,0.549
0.010749620267098291,0.3993,0.8781,0.549
0.0107543798228126,0.3993,0.8781,0.549
0.010754878651043489,0.3993,0.8781,0.549
0.010755647438281621,0.3993,0.8781,0.549
0.01075832891007536,0.3993,0.8781,0.549
0.010763646656484847,0.3993,0.8781,0.549
0.010775804734641794,0.3993,0.8781,0.549
0.010778274858543914,0.3993,0.8781,0.549
0.010779582461033377,0.3993,0.8781,0.549
0.010783449228968013,0.3994,0.8781,0.549
0.010784640173194415,0.3994,0.8781,0.549
0.010785810405048703,0.3994,0.8781,0.549
0.010793200417522346,0.3994,0.8781,0.549
0.010796696043267969,0.3994,0.8781,0.5491
0.010801236511336446,0.3994,0.8781,0.5491
0.010802747227062561,0.3994,0.8781,0.5491
0.010806243249742624,0.3994,0.8781,0.5491
0.010808287752578626,0.3994,0.8781,0.5491
0.010812981000522203,0.3994,0.8781,0.5491
0.010817121309839993,0.3994,0.8781,0.5491
0.01081895833959807,0.3995,0.8781,0.5491
0.010822193745750644,0.3995,0.8781,0.5491
0.010822789517755569,0.3995,0.8781,0.5492
0.010828061414017603,0.3996,0.8781,0.5492
0.010831059955588397,0.3996,0.8781,0.5492
0.010836515816330085,0.3996,0.8781,0.5492
0.01084014153234742,0.3996,0.8781,0.5492
0.010843325227463455,0.3996,0.8781,0.5493
0.010848847844747515,0.3996,0.8781,0.5493
0.010849366535470849,0.3996,0.8781,0.5493
0.010854111234457965,0.3996,0.8781,0.5493
0.010854723584005212,0.3997,0.8781,0.5493
0.01086438870122666,0.3997,0.8781,0.5493
0.010870954922494513,0.3997,0.8781,0.5493
0.010874129240718901,0.3997,0.8781,0.5493
0.010878436900267265,0.3997,0.8781,0.5493
0.010885039844902179,0.3997,0.8781,0.5493
0.010885416648320939,0.3997,0.8781,0.5493
0.010891143856478401,0.3997,0.8781,0.5494
0.010892038880362397,0.3997,0.8781,0.5494
0.010892444997727582,0.3998,0.8781,0.5494
0.01089761677706779,0.3998,0.8781,0.5494
0.010898472209060945,0.3998,0.8781,0.5495
0.010899940338341168,0.3998,0.8781,0.5495
0.010902791178362464,0.3998,0.8781,0.5495
0.010902957424289803,0.3999,0.8781,0.5495
0.010903559965600594,0.3999,0.8781,0.5495
0.010903853736439876,0.3999,0.8781,0.5495
0.010908295274187492,0.3999,0.8781,0.5495
0.01090949457765615,0.3999,0.8781,0.5495
0.010910552244765523,0.3999,0.8781,0.5495
0.01091268052508135,0.3999,0.8781,0.5495
0.010914664862557518,0.4,0.878,0.5496
0.010919832670431,0.4,0.878,0.5496
0.010920121498765874,0.4,0.878,0.5496
0.01092589940396728,0.4,0.878,0.5496
0.01092767528085031,0.4,0.878,0.5496
0.010930183368606189,0.4,0.878,0.5496
0.010931080619261768,0.4,0.878,0.5496
0.010932088149364678,0.4,0.878,0.5496
0.01093668913505841,0.4,0.878,0.5497
0.010938697167186925,0.4,0.878,0.5497
0.010938959092675131,0.4,0.878,0.5497
0.010940391269205664,0.4001,0.878,0.5497
0.010941955430326585,0.4001,0.878,0.5497
0.010942490848144259,0.4001,0.878,0.5497
0.010944305057269222,0.4001,0.878,0.5497
0.010949423506989468,0.4001,0.878,0.5497
0.010951909059252425,0.4001,0.878,0.5497
0.01095233203587768,0.4001,0.878,0.5497
0.010953187467870835,0.4002,0.878,0.5498
0.010959427807253161,0.4002,0.878,0.5498
0.010960626106064176,0.4002,0.878,0.5498
0.010962884543619716,0.4003,0.878,0.5498
0.010963707093607975,0.4003,0.878,0.5498
0.010973100771131814,0.4003,0.878,0.5499
0.010975698757592234,0.4003,0.878,0.5499
0.010976432682234558,0.4003,0.878,0.5499
0.010981412390696983,0.4003,0.878,0.5499
0.010984690259928456,0.4003,0.8775,0.5498
0.010985727692988891,0.4003,0.8775,0.5498
0.01098590158618715,0.4004,0.8775,0.5499
0.010986250702659966,0.4004,0.8775,0.5499
0.010987813645144466,0.4004,0.8775,0.5499
0.010991928881287458,0.4005,0.8775,0.5499
0.010993524907690457,0.4005,0.8775,0.55
0.010994392967741748,0.4005,0.8775,0.55
0.01099466501948188,0.4005,0.8775,0.55
0.010996064034252222,0.4005,0.8775,0.55
0.010996230075703627,0.4006,0.8775,0.5501
0.01100058975642688,0.4006,0.8775,0.5501
0.011001039751227622,0.4006,0.8775,0.5501
0.011002013662130479,0.4006,0.8775,0.5501
0.011009146545388582,0.4006,0.8775,0.5501
0.011010032573085644,0.4007,0.8775,0.5501
0.011010068968892353,0.4007,0.8775,0.5501
0.011014661092034587,0.4007,0.8775,0.5501
0.011018859317140925,0.4007,0.8775,0.5501
0.011020642348301433,0.4007,0.8775,0.5502
0.011022091265425872,0.4007,0.8775,0.5502
0.011023938843164596,0.4007,0.8775,0.5502
0.01102835439873958,0.4007,0.8775,0.5502
0.011028944414808076,0.4007,0.8775,0.5502
0.011030471593675326,0.4007,0.8775,0.5502
0.01103067650157875,0.4007,0.8775,0.5502
0.011031820473209554,0.4008,0.8775,0.5502
0.011031869808575645,0.4008,0.8775,0.5502
0.011033435694899108,0.4008,0.8775,0.5502
0.0110378148588095,0.4008,0.8775,0.5503
0.01103858364604763,0.4008,0.8775,0.5503
0.011038678446335411,0.4008,0.8775,0.5503
0.011043724222460222,0.4008,0.8775,0.5503
0.011044867191732807,0.4008,0.8775,0.5503
0.011046159644635055,0.4008,0.8775,0.5503
0.011047524959896258,0.4009,0.8775,0.5503
0.01104801721033009,0.4009,0.8775,0.5503
0.011050223448600995,0.4009,0.8775,0.5503
