PER_PROGRAM_BASELINE
Benchmark,Precision,Recall
0.381789374006678,0.6174,0.7753,0.6874
0.38185735601125076,0.6174,0.7753,0.6874
0.3819696537619897,0.6174,0.7753,0.6874
0.38205677075459665,0.6175,0.7753,0.6875
0.38206300941331756,0.6175,0.7753,0.6875
0.3821937911587561,0.6176,0.7753,0.6875
0.3821968353190934,0.6177,0.7753,0.6876
0.38220264835175993,0.6179,0.7752,0.6877
0.38255943507270573,0.618,0.775,0.6877
0.38259987398512096,0.618,0.775,0.6877
0.3826168883771127,0.6181,0.775,0.6877
0.38277154667541763,0.6181,0.775,0.6877
0.3828759385140202,0.6181,0.775,0.6877
0.38297881779996584,0.6181,0.7749,0.6877
0.3829941230631327,0.6181,0.7749,0.6877
0.38306334014074517,0.6181,0.7749,0.6877
0.3830699390928366,0.6182,0.7749,0.6877
0.3831362050296088,0.6183,0.7749,0.6878
0.38345163157512857,0.6183,0.7746,0.6877
0.38440728723791967,0.6188,0.7733,0.6875
0.3845078447329703,0.6188,0.7733,0.6875
0.3846000353567945,0.6188,0.7733,0.6875
0.3846594240385507,0.6189,0.7733,0.6876
0.38489014203116306,0.619,0.7731,0.6875
0.3850124734819104,0.619,0.7731,0.6875
0.3850616578050964,0.6191,0.7731,0.6876
0.3852161629107323,0.6191,0.7731,0.6876
0.3852718639516205,0.6194,0.773,0.6877
0.3857072312411145,0.6194,0.773,0.6877
0.38572922654809666,0.6195,0.773,0.6878
0.3857538372207235,0.6199,0.773,0.688
0.38576592945762445,0.6199,0.773,0.688
0.3857691355592175,0.6199,0.773,0.688
0.38594691232286504,0.6199,0.7727,0.6879
0.3861657122942038,0.6199,0.7726,0.6879
0.38622644005594525,0.62,0.7724,0.6879
0.3863868605401862,0.6201,0.7722,0.6878
0.3864524779081724,0.6201,0.7721,0.6878
0.38660338973416725,0.6202,0.7721,0.6878
0.38660656809307453,0.6203,0.7721,0.6879
0.38670516956268214,0.6203,0.772,0.6879
0.38712464077342085,0.6203,0.772,0.6879
0.38714326161869356,0.6203,0.772,0.6879
0.3871728996594114,0.6204,0.772,0.6879
0.3872221414880349,0.6204,0.7717,0.6878
0.3873151334274348,0.6204,0.7717,0.6878
0.38732454639012887,0.6204,0.7717,0.6878
0.38732877444273384,0.6205,0.7717,0.6879
0.3876793420592421,0.6205,0.771,0.6876
0.38769295870240966,0.6206,0.771,0.6877
0.3877271744638413,0.6206,0.771,0.6877
0.3877794935454749,0.6206,0.771,0.6877
0.3879474929725128,0.6206,0.771,0.6877
0.38805419460300217,0.6207,0.7708,0.6877
0.38815642493545877,0.6207,0.7707,0.6876
0.38816614526422677,0.6208,0.7707,0.6877
0.3885751712400718,0.6208,0.7699,0.6874
0.3886289940186647,0.6209,0.7699,0.6874
0.38925129605862907,0.6209,0.7694,0.6872
0.3894042703344234,0.621,0.769,0.6871
0.3894139419363483,0.621,0.769,0.6871
0.3894789969398951,0.621,0.769,0.6871
0.38954996901637884,0.6211,0.769,0.6872
0.3895504233728415,0.6212,0.769,0.6872
0.38972547294736176,0.6214,0.7687,0.6872
0.38984220979105116,0.6216,0.7684,0.6872
0.38998034738688475,0.6216,0.7682,0.6872
0.38999791878077,0.6216,0.7682,0.6872
0.3900055363389949,0.6218,0.7682,0.6873
0.3901038672957158,0.6218,0.7682,0.6873
0.3901968028988151,0.6218,0.7682,0.6873
0.390209648949122,0.6219,0.7682,0.6873
0.3902151140017889,0.622,0.7682,0.6874
0.3902235995310156,0.6221,0.7682,0.6875
0.39023280637338353,0.6221,0.7682,0.6875
0.39034372460221106,0.6221,0.7682,0.6875
0.3907838273694105,0.6222,0.7673,0.6872
0.3907923500032796,0.6222,0.7673,0.6872
0.3909882211494223,0.6222,0.7672,0.6872
0.3909920190890985,0.6224,0.7672,0.6873
0.3910732622860449,0.6225,0.7672,0.6873
0.39107437552904195,0.6225,0.7672,0.6873
0.39109527554662027,0.6225,0.7672,0.6873
0.3911166795645351,0.6227,0.7672,0.6874
0.39121456390454945,0.6227,0.7672,0.6875
0.39150599323782787,0.624,0.7668,0.6881
0.39152503047580656,0.6241,0.7668,0.6881
0.39171839865873337,0.6241,0.7663,0.688
0.3919613181288136,0.6242,0.7663,0.6879
0.39270609328084266,0.6242,0.7655,0.6877
0.3928022651300931,0.6242,0.7655,0.6876
0.39289998610543425,0.6242,0.7655,0.6877
0.3931672075834885,0.6242,0.7654,0.6876
0.3931813027449565,0.6243,0.7654,0.6877
0.3932766575898592,0.6243,0.7654,0.6877
0.39357515098824203,0.6243,0.7653,0.6876
0.39421105520816363,0.6243,0.7641,0.6872
0.3942151105951599,0.6244,0.7641,0.6872
0.394275268722775,0.6244,0.7641,0.6872
0.394296279262004,0.6244,0.764,0.6872
0.3943260988060273,0.6245,0.764,0.6872
0.39434482790483577,0.6245,0.764,0.6873
0.3943595565101645,0.6246,0.764,0.6873
0.39440093158779443,0.6246,0.764,0.6873
0.39451206023199803,0.6247,0.764,0.6874
0.3951653118375978,0.6248,0.7632,0.6871
0.3952372633213599,0.6248,0.7632,0.6871
0.3953275221943125,0.6248,0.7632,0.6871
0.3953695625283638,0.6249,0.7632,0.6871
0.39538340824075874,0.6249,0.7632,0.6872
0.3954022575517597,0.6249,0.7632,0.6872
0.395433204472592,0.6249,0.7632,0.6872
0.395459407706262,0.625,0.7632,0.6872
0.395489648027118,0.6251,0.7632,0.6873
0.3960530449258248,0.6251,0.7625,0.687
0.3960979178704073,0.6251,0.7624,0.687
0.39610635298097524,0.6253,0.7624,0.6871
0.3963901124549424,0.6253,0.7622,0.687
0.3965136313908889,0.6253,0.7622,0.687
0.39670556183467404,0.6254,0.7621,0.687
0.39672393108017345,0.6254,0.7621,0.687
0.39672757653498963,0.6254,0.7621,0.687
0.3967456943782559,0.6255,0.7621,0.687
0.39682427133867737,0.6255,0.7621,0.6871
0.3968691894727623,0.6255,0.7621,0.6871
0.39693763872318727,0.6255,0.762,0.6871
0.3980902343242372,0.6255,0.7606,0.6865
0.39811180251176703,0.6257,0.7606,0.6866
0.3984488397716216,0.6257,0.7601,0.6864
0.39864145767634457,0.6258,0.76,0.6864
0.39867866982520794,0.6259,0.76,0.6864
0.39913339735516495,0.6259,0.7593,0.6862
0.399195000136363,0.6259,0.7593,0.6862
0.399311374043933,0.6261,0.7593,0.6863
0.399348586304224,0.6261,0.7593,0.6863
0.3994027594869669,0.6262,0.7593,0.6864
0.3994501669216214,0.6263,0.7593,0.6864
0.39949275755599856,0.6263,0.7593,0.6864
0.3998264560774358,0.6263,0.7586,0.6861
0.3999346627233917,0.6265,0.7586,0.6862
0.40000190712733824,0.6265,0.7586,0.6862
0.4004204619700066,0.6265,0.7581,0.6861
0.4004699862654893,0.6265,0.7581,0.6861
0.40052872188017835,0.6265,0.7581,0.6861
0.40054815772524244,0.6266,0.7581,0.6861
0.40056970751820237,0.6266,0.7581,0.6861
0.40057041489460177,0.6266,0.7581,0.6861
0.4006255711150832,0.6266,0.7581,0.6861
0.40070954205582426,0.6266,0.7581,0.6861
0.4008232247322875,0.6268,0.7576,0.686
0.40084766105272857,0.6269,0.7576,0.6861
0.40085133677089163,0.6269,0.7576,0.6861
0.40090316955713196,0.627,0.7576,0.6861
0.4009256543258793,0.627,0.7576,0.6861
0.40096957094162927,0.6271,0.7575,0.6861
0.40127513594628056,0.6272,0.7571,0.686
0.4013001856608326,0.6272,0.7571,0.6861
0.4013139300718085,0.6272,0.7571,0.6861
0.40131707880104023,0.6273,0.7571,0.6861
0.4013238595685975,0.6273,0.7571,0.6861
0.4013625919623308,0.6274,0.7571,0.6862
0.40137644988462323,0.6298,0.7571,0.6876
0.40139785949896795,0.6299,0.7571,0.6876
0.4014330118531794,0.6299,0.7571,0.6877
0.40144382958488045,0.6299,0.7571,0.6877
0.4014693550978441,0.6299,0.7571,0.6877
0.4014856162176114,0.63,0.7571,0.6877
0.40154126460132056,0.63,0.7571,0.6877
0.40159712956981813,0.63,0.7571,0.6877
0.4016123908491789,0.63,0.7571,0.6877
0.40164540627720813,0.63,0.7569,0.6877
0.4016529353379197,0.6302,0.7569,0.6878
0.401732088280904,0.6302,0.7569,0.6878
0.4017344240088602,0.6303,0.7569,0.6878
0.40181358770171444,0.6303,0.7567,0.6878
0.4020373679304861,0.6304,0.7564,0.6877
0.40204151867467786,0.6304,0.7564,0.6877
0.4021699631948086,0.6304,0.7563,0.6877
0.4021782874359767,0.6305,0.7563,0.6877
0.4028622109938259,0.6305,0.7552,0.6872
0.4028831672089498,0.6306,0.7552,0.6873
0.402921395285893,0.6309,0.7552,0.6874
0.40317299390772066,0.6309,0.755,0.6874
0.40319237803091207,0.631,0.755,0.6874
0.40327408231083406,0.631,0.755,0.6875
0.4033702855054702,0.6311,0.755,0.6875
0.4034657154848687,0.6311,0.755,0.6875
0.4034905725867753,0.6312,0.755,0.6876
0.40353601350337126,0.6312,0.755,0.6876
0.40354162102245456,0.6313,0.755,0.6876
0.40360148616373304,0.6313,0.755,0.6876
0.4036526565763724,0.6313,0.755,0.6876
0.4036533219284514,0.6314,0.755,0.6877
0.40378575734486605,0.6315,0.7547,0.6876
0.40381821855079447,0.6315,0.7547,0.6877
0.403920380221558,0.6315,0.7546,0.6876
0.40392058856124696,0.6315,0.7545,0.6876
0.40400491073487915,0.6316,0.7545,0.6876
0.40400649791908544,0.6316,0.7545,0.6876
0.40407603698273753,0.6317,0.7541,0.6875
0.40414225650774066,0.6317,0.7541,0.6875
0.4042366614274772,0.6317,0.7541,0.6875
0.4042369065411488,0.6317,0.7541,0.6875
0.4043880662823889,0.6318,0.7541,0.6875
0.4044130279643872,0.6318,0.7541,0.6876
0.4044335881181604,0.6318,0.7541,0.6876
0.404484639061583,0.6319,0.7541,0.6876
0.4045649883129079,0.6319,0.7541,0.6876
0.4045717619878101,0.6319,0.7541,0.6876
0.40457186350884744,0.6319,0.7541,0.6876
0.40459463045413996,0.632,0.7541,0.6876
0.40461069383440823,0.632,0.7541,0.6876
0.4046167258501084,0.632,0.7541,0.6877
0.4046481716688201,0.632,0.7541,0.6877
0.40466486529243023,0.6321,0.7541,0.6877
0.4046800220996638,0.6321,0.7539,0.6876
0.40471150943396333,0.6321,0.7539,0.6876
0.40472471836882457,0.6321,0.7539,0.6877
0.40475248605418873,0.6322,0.7539,0.6877
0.4048035205516736,0.6322,0.7538,0.6877
0.40494940438578264,0.6322,0.7536,0.6876
0.4049594091070144,0.6322,0.7536,0.6876
0.4050144672959212,0.6323,0.7534,0.6876
0.40509142314654395,0.6323,0.7534,0.6876
0.405184568324145,0.6323,0.7534,0.6876
0.40519449899302024,0.6324,0.7533,0.6876
0.4052297688046847,0.6324,0.7533,0.6876
0.40543559600573603,0.6327,0.7527,0.6875
0.4055520223362298,0.6327,0.7526,0.6875
0.4055760956467023,0.6327,0.7526,0.6875
0.40561021679232834,0.6329,0.7525,0.6876
0.4056773950037959,0.633,0.7525,0.6876
0.40579411883823197,0.633,0.7525,0.6876
0.4061022976454174,0.6332,0.752,0.6875
0.40616262258582503,0.6332,0.752,0.6875
0.4062251072193323,0.6333,0.752,0.6876
0.40634431241003105,0.6333,0.7509,0.6871
0.40636910955769556,0.6333,0.7509,0.6871
0.4063730238980101,0.6333,0.7509,0.6871
0.4063808871104757,0.6334,0.7509,0.6871
0.40652139496109646,0.6334,0.7509,0.6872
0.4066241947635919,0.6334,0.7508,0.6871
0.4066400446630798,0.6334,0.7508,0.6871
0.40665486837348475,0.6334,0.7508,0.6871
0.4067557613332747,0.6335,0.7506,0.6871
0.4067581550108206,0.6336,0.7505,0.6871
0.40684578768979823,0.6336,0.7505,0.6871
0.40684792424039795,0.6336,0.7505,0.6871
0.4068528070700199,0.6337,0.7505,0.6872
0.4068996841486983,0.6337,0.7505,0.6872
0.4069339887412814,0.6337,0.7505,0.6872
0.40695651243466635,0.6338,0.7505,0.6872
0.407105199037661,0.6338,0.7505,0.6872
0.40710848018388623,0.6338,0.7504,0.6872
0.40711281244788095,0.6339,0.7504,0.6872
0.4071402347942587,0.6343,0.7504,0.6875
0.40717851561568535,0.6343,0.7504,0.6875
0.4072374893211126,0.6344,0.7504,0.6875
0.4072930671552576,0.6344,0.7504,0.6875
0.4073818941512007,0.6344,0.7502,0.6875
0.4073843820412443,0.6344,0.7502,0.6875
0.40743310689748813,0.6344,0.7502,0.6875
0.4075197713921529,0.6345,0.7502,0.6875
0.407534375629341,0.6345,0.7502,0.6875
0.40762396952968954,0.6346,0.7502,0.6876
0.4076528346972557,0.6346,0.7502,0.6876
0.4076787963380357,0.6346,0.7501,0.6876
0.4077147797476776,0.6347,0.7501,0.6876
0.40793584362262164,0.6347,0.7497,0.6874
0.4079542328171458,0.6347,0.7496,0.6874
0.4081057448575252,0.6347,0.7495,0.6874
0.4081893385110128,0.6347,0.7495,0.6873
0.40826070591158337,0.6348,0.7494,0.6873
0.408345953207641,0.6349,0.7492,0.6873
0.4083570064855391,0.6349,0.7492,0.6873
0.4083685146293302,0.6349,0.7492,0.6873
0.4085055205178228,0.635,0.7491,0.6873
0.40854015632091445,0.635,0.749,0.6873
0.4086679916719881,0.6351,0.7489,0.6873
0.4087020740005934,0.6351,0.7489,0.6873
0.408702762351822,0.6353,0.7489,0.6874
0.4088117145917199,0.6354,0.7485,0.6873
0.4088238033088607,0.6356,0.7485,0.6874
0.40892555822921195,0.6356,0.7482,0.6873
0.4089541445523126,0.6357,0.7482,0.6873
0.40920639289343974,0.6357,0.7472,0.687
0.4092135762216487,0.6358,0.7472,0.687
0.4092173010517491,0.6359,0.7472,0.6871
0.4092367580765875,0.6359,0.7472,0.6871
0.4092740952581844,0.6359,0.7472,0.6871
0.4092920897478831,0.6359,0.7472,0.6871
0.4093234094623374,0.636,0.7472,0.6871
0.4093271251435127,0.636,0.7472,0.6872
0.4094903441463966,0.6361,0.747,0.6871
0.40952621069142653,0.6362,0.747,0.6871
0.40956176289225765,0.6362,0.747,0.6872
0.40958093086760544,0.6362,0.747,0.6872
0.40958772114065695,0.6362,0.747,0.6872
0.4095996601429746,0.6363,0.747,0.6872
0.4096025396822588,0.6363,0.747,0.6872
0.4096042368511366,0.6363,0.747,0.6872
0.4096253788910666,0.6363,0.747,0.6872
0.4097104747004882,0.6363,0.747,0.6873
0.40975225306965074,0.6364,0.747,0.6873
0.40994104886046956,0.6364,0.747,0.6873
0.40996371493553935,0.6364,0.7469,0.6873
0.4101280499753513,0.6365,0.7468,0.6872
0.4101306653208199,0.6365,0.7468,0.6872
0.41015032134706864,0.6365,0.7468,0.6873
0.4101781673145735,0.6365,0.7468,0.6873
0.4101958271660511,0.6366,0.7468,0.6873
0.4102110159792856,0.6366,0.7468,0.6873
0.4102893897821885,0.6367,0.7468,0.6874
0.41029752880424025,0.6367,0.7468,0.6874
0.4105124813470415,0.6368,0.7465,0.6873
0.4105888492023719,0.6368,0.7465,0.6873
0.4106007888976835,0.6368,0.7465,0.6873
0.4106351777360691,0.6369,0.7465,0.6873
0.4108779651574157,0.637,0.7458,0.6871
0.41109564886352934,0.637,0.7457,0.6871
0.4111646262367014,0.6371,0.7456,0.6871
0.41117145595203475,0.6371,0.7456,0.6871
0.4111972501625478,0.6371,0.7456,0.6871
0.41125545219697757,0.6372,0.7456,0.6871
0.411399354452605,0.6373,0.7452,0.687
0.4114015737479688,0.6373,0.7452,0.687
0.41149500970412317,0.6373,0.7452,0.6871
0.4115184185196235,0.6374,0.7452,0.6871
0.41153619400824026,0.6374,0.7452,0.6871
0.4115378768349303,0.6374,0.7452,0.6871
0.41171939216330344,0.6375,0.7446,0.6869
0.4117606581658777,0.6375,0.7446,0.6869
0.41180740283242784,0.6375,0.7446,0.6869
0.4118378220264949,0.6375,0.7446,0.6869
0.41185812649339393,0.6376,0.7446,0.687
0.4118727132904347,0.6376,0.7446,0.687
0.4118738920935993,0.6376,0.7446,0.687
0.41194571970267796,0.6377,0.7445,0.6869
0.4120476050231758,0.6377,0.7441,0.6868
0.4120974023895716,0.6377,0.744,0.6868
0.41214869075061805,0.6377,0.744,0.6868
0.41217848044919364,0.6378,0.744,0.6868
0.4121897193634926,0.6379,0.744,0.6869
0.4121934801874095,0.6379,0.744,0.6869
0.41222177341409505,0.638,0.744,0.6869
0.4122513080929035,0.638,0.744,0.6869
0.41227996237416165,0.638,0.744,0.687
0.4122812526879274,0.6381,0.744,0.687
0.41241600177895843,0.6382,0.7437,0.6869
0.41244706355205063,0.6382,0.7437,0.687
0.412453151567475,0.6382,0.7437,0.687
0.4124991660690199,0.6383,0.7436,0.6869
0.412547152874862,0.6383,0.7436,0.6869
0.4125491049044758,0.6384,0.7436,0.687
0.41268557478084905,0.6384,0.7433,0.6869
0.4127397115909947,0.6384,0.7432,0.6869
0.4127438255987246,0.6385,0.7432,0.6868
0.41287959007955105,0.6385,0.7428,0.6867
0.4128995487648622,0.6385,0.7428,0.6867
0.41292584286297696,0.6385,0.7428,0.6867
0.41293326190996604,0.6386,0.7428,0.6868
0.41293464876617053,0.6386,0.7428,0.6868
0.41297921359865497,0.6387,0.7428,0.6868
0.4130488724370805,0.6387,0.7426,0.6868
0.41305413515497813,0.6388,0.7426,0.6868
0.41307546966982633,0.6388,0.7425,0.6867
0.4131176284219972,0.6388,0.7425,0.6867
0.4131753882920149,0.6389,0.7425,0.6868
0.4131775294320198,0.6389,0.7424,0.6867
0.41320905668465174,0.6389,0.7423,0.6867
0.41324703119203304,0.6389,0.7423,0.6867
0.41324762309821783,0.639,0.7423,0.6868
0.4132862161555865,0.639,0.7423,0.6867
0.41329357856376037,0.639,0.7423,0.6868
0.4133065494702733,0.6392,0.7422,0.6869
0.41332124849725754,0.6393,0.7421,0.6869
0.41332493161933576,0.6393,0.7421,0.6869
0.413328638967496,0.6393,0.7421,0.6869
0.41333507643329465,0.6394,0.7421,0.6869
0.4133705353683359,0.6396,0.7421,0.687
0.41342437692255696,0.6396,0.7421,0.6871
0.41346431610890444,0.6399,0.7421,0.6872
0.4135009869560136,0.6401,0.7418,0.6872
0.41351249410374846,0.6401,0.7418,0.6872
0.41366630966098716,0.6402,0.7416,0.6872
0.4139952572318121,0.6402,0.7412,0.687
0.41446271687891356,0.6402,0.7403,0.6866
0.41448750929253314,0.6403,0.7402,0.6866
0.414501358314215,0.6403,0.7402,0.6866
0.4145537201652302,0.6403,0.7402,0.6867
0.4146905739756403,0.6404,0.7402,0.6867
0.41475350376104014,0.6405,0.7402,0.6868
0.41477542785422034,0.6406,0.7402,0.6868
0.4148219843370013,0.6407,0.7402,0.6869
0.4149231236537285,0.6435,0.7399,0.6883
0.4149648414798584,0.6435,0.7399,0.6883
0.41529146831388825,0.6437,0.739,0.688
0.4153003490123129,0.6437,0.739,0.6881
0.4153160092180621,0.6438,0.739,0.6881
0.41539677685116366,0.6439,0.7385,0.6879
0.4154468468090406,0.6439,0.7385,0.688
0.4154731348603794,0.6439,0.7385,0.6879
0.4154747160184224,0.6439,0.7385,0.688
0.4155961070006971,0.6439,0.7383,0.6879
0.4157992406283958,0.644,0.7381,0.6878
0.4158550586245614,0.644,0.738,0.6878
0.4158564448784666,0.644,0.738,0.6878
0.4158777443925847,0.6442,0.738,0.6879
0.4159384249885882,0.6443,0.738,0.6879
0.41600022719394686,0.6443,0.738,0.688
0.41601543858454626,0.6443,0.738,0.688
0.41602167724035355,0.6446,0.738,0.6881
0.4160304158324217,0.6446,0.738,0.6881
0.41604135775695134,0.6446,0.738,0.6881
0.41606976946544416,0.6446,0.738,0.6882
0.4161135331198837,0.6447,0.738,0.6882
0.41613288552127364,0.6447,0.7379,0.6882
0.4161423960479311,0.6447,0.7379,0.6882
0.41622157293125395,0.6447,0.7378,0.6881
0.4162541420299893,0.6448,0.7378,0.6881
0.4162667126453394,0.645,0.7378,0.6883
0.4164511753874102,0.6451,0.7375,0.6882
0.4164661155273809,0.6451,0.7375,0.6882
0.4165453349722535,0.6451,0.7375,0.6882
0.41654988937404325,0.6452,0.7375,0.6883
0.41698555039637347,0.6453,0.7358,0.6875
0.41706197640070847,0.6453,0.7357,0.6875
0.41707771146706935,0.6453,0.7357,0.6876
0.41708208267251845,0.6453,0.7357,0.6876
0.4171170719575957,0.6453,0.7357,0.6876
0.4171453551914027,0.6454,0.7357,0.6876
0.41716524775653596,0.6454,0.7357,0.6876
0.4172025267617641,0.6454,0.7357,0.6876
0.4172065950457102,0.6455,0.7357,0.6877
0.4172140052677165,0.6455,0.7357,0.6877
0.4172440875083102,0.6455,0.7356,0.6876
0.41726462525458885,0.6456,0.7356,0.6877
0.417305472664708,0.6456,0.7356,0.6877
0.4173425458690106,0.6456,0.7356,0.6877
0.417607055690327,0.6456,0.735,0.6874
0.41762546336969497,0.6457,0.735,0.6874
0.41764788117028584,0.6457,0.735,0.6874
0.41765465922464207,0.6458,0.735,0.6875
0.41765639635672713,0.6459,0.735,0.6876
0.4176906809398629,0.6459,0.735,0.6876
0.4177547573498375,0.6459,0.7349,0.6875
0.4178132403471842,0.6459,0.7349,0.6875
0.4178512880459736,0.646,0.7348,0.6875
0.41785199912841986,0.646,0.7348,0.6876
0.41789250676397255,0.646,0.7348,0.6876
0.4179015552470415,0.6461,0.7348,0.6876
0.4179600556818693,0.6461,0.7347,0.6876
0.4180565744311597,0.6461,0.7347,0.6875
0.418087177264976,0.6461,0.7346,0.6875
0.4181803420927001,0.6461,0.7341,0.6873
0.41818310739413034,0.6462,0.7341,0.6873
0.41821206115165926,0.6462,0.7341,0.6873
0.41823134377128507,0.6462,0.7341,0.6874
0.41823756376516646,0.6462,0.7341,0.6874
0.4182725480999271,0.6463,0.734,0.6874
0.4183411857146686,0.6464,0.734,0.6874
0.418401752848222,0.6464,0.734,0.6874
0.41841748770713094,0.6464,0.734,0.6874
0.4184208867777786,0.6464,0.7338,0.6874
0.4185129450293753,0.6465,0.7338,0.6874
0.41852231053424266,0.6465,0.7337,0.6873
0.41853161299597597,0.6466,0.7337,0.6874
0.41860225626380226,0.6467,0.7337,0.6874
0.41861504278967043,0.6467,0.7337,0.6875
0.4190910865285362,0.6467,0.7327,0.6871
0.41929079856865104,0.6468,0.7324,0.6869
0.41929335001518375,0.6468,0.7324,0.6869
0.41929784926939,0.6468,0.7324,0.687
0.41934780703484564,0.6469,0.7324,0.687
0.4193862579618672,0.6469,0.7321,0.6869
0.4194064392862305,0.6469,0.7321,0.6869
0.42019327587497274,0.6469,0.7307,0.6863
0.4202035226141981,0.647,0.7307,0.6863
0.42031233039846366,0.647,0.7306,0.6862
0.42043335885872246,0.647,0.7304,0.6862
0.42046427455089364,0.647,0.7304,0.6862
0.42048422378569056,0.647,0.7304,0.6862
0.4205250543623325,0.647,0.7303,0.6862
0.42054063725970237,0.6471,0.7303,0.6862
0.42058499291563334,0.6471,0.7302,0.6861
0.4206598138816271,0.6472,0.7302,0.6862
0.4207726351452942,0.6473,0.7299,0.6861
0.4208138231713884,0.6473,0.7299,0.6861
0.42083219636013786,0.6474,0.7299,0.6862
0.4208363889057426,0.6474,0.7299,0.6862
0.4208813737034085,0.6474,0.7298,0.6862
0.4208935626543577,0.6475,0.7298,0.6862
0.42094631805762367,0.6475,0.7298,0.6862
0.4209955023423257,0.6475,0.7298,0.6862
0.4210267914226185,0.6475,0.7298,0.6862
0.4210341040148622,0.6475,0.7298,0.6862
0.4210653051999691,0.6476,0.7298,0.6862
0.4211844017975756,0.6476,0.7296,0.6861
0.42122774871579116,0.6476,0.7293,0.686
0.4212690460896981,0.6476,0.7292,0.686
0.42128510786467516,0.6477,0.7291,0.686
0.4212958766590166,0.6478,0.729,0.686
0.4212994861026084,0.6478,0.7289,0.686
0.42139352999308655,0.6478,0.7288,0.6859
0.421411249915563,0.6479,0.7288,0.686
0.42159710431246694,0.6479,0.7286,0.6859
0.4216949086172518,0.648,0.7282,0.6857
0.42174697770189623,0.648,0.7279,0.6857
0.4218038082547699,0.648,0.7279,0.6857
0.4218158197807867,0.6481,0.7279,0.6857
0.421822478734433,0.6481,0.7279,0.6857
0.4218490955224784,0.6481,0.7278,0.6857
0.4218518948904214,0.6483,0.7278,0.6857
0.4218898055373617,0.6483,0.7278,0.6858
0.42189046765933136,0.6483,0.7278,0.6858
0.42198224559516706,0.6483,0.7278,0.6858
0.4221094527003467,0.6484,0.7276,0.6858
0.4221238521260614,0.6485,0.7276,0.6858
0.42215078326197875,0.6486,0.7276,0.6858
0.42216093210149935,0.6486,0.7276,0.6858
0.4221773612376563,0.6487,0.7276,0.6858
0.4222133906530911,0.6487,0.7276,0.6859
0.4222304273379487,0.6487,0.7276,0.6859
0.42315940102631006,0.6487,0.7231,0.6839
0.42316823224193034,0.6488,0.7231,0.6839
0.42321582000741315,0.6488,0.723,0.6839
0.4232316535841416,0.6489,0.723,0.6839
0.42328565053406475,0.6489,0.723,0.684
0.4232881639976719,0.649,0.723,0.684
0.42334914058959494,0.649,0.723,0.684
0.42335549984484966,0.6491,0.7229,0.684
0.4233806223413568,0.6491,0.7229,0.684
0.42341350306797976,0.6492,0.7229,0.6841
0.42345671120990813,0.6493,0.7229,0.6841
0.4235257477460472,0.6493,0.7228,0.684
0.4236825937626337,0.6493,0.7224,0.6839
0.42368807823728377,0.6493,0.7224,0.6839
0.42370090390122445,0.6493,0.7223,0.6839
0.42370699030289444,0.6494,0.7223,0.6839
0.4237248216346595,0.6494,0.7223,0.6839
0.4237461978565221,0.6495,0.7223,0.6839
0.42410673458755965,0.6495,0.7217,0.6837
0.4241760303019026,0.6495,0.7217,0.6837
0.424220171061774,0.6495,0.7217,0.6837
0.4242650077305648,0.6495,0.7217,0.6837
0.42427849028776726,0.6496,0.7217,0.6837
0.42431516107313394,0.6496,0.7217,0.6838
0.4251164701391535,0.6498,0.7188,0.6826
0.4253659665127018,0.6498,0.7183,0.6823
0.4253883683364239,0.6498,0.7182,0.6823
0.42544316979082997,0.6499,0.7179,0.6822
0.4256645715438732,0.6499,0.7176,0.6821
0.4257069368998845,0.6499,0.7175,0.6821
0.42572297163142975,0.65,0.7175,0.6821
0.4258856726898997,0.6503,0.7173,0.6822
0.4262552178519002,0.6504,0.7161,0.6817
0.4262621366870375,0.6505,0.7161,0.6817
0.4262903436947952,0.6505,0.7161,0.6817
0.4263365047710986,0.6508,0.7159,0.6818
0.42654873542409877,0.6508,0.7154,0.6815
0.42655076268727393,0.6508,0.7154,0.6816
0.42662848938058423,0.6508,0.7152,0.6815
0.42664667118326094,0.6509,0.7152,0.6815
0.42668588889498604,0.6509,0.7151,0.6815
0.42705834893981565,0.6509,0.7142,0.6811
0.42711825957879845,0.651,0.714,0.681
0.42715986690248736,0.651,0.7139,0.681
0.42726700762862985,0.651,0.7138,0.681
0.4273021741565341,0.651,0.7137,0.6809
0.42737027807140165,0.6511,0.7136,0.6809
0.427471040330617,0.6511,0.7136,0.6809
0.42750200796489,0.6511,0.7136,0.6809
0.427522948523284,0.6511,0.7136,0.6809
0.4275270484220661,0.6512,0.7136,0.6809
0.42757442166030063,0.6513,0.7136,0.681
0.42759029081347777,0.6513,0.7136,0.681
0.4276495417913103,0.6514,0.7136,0.681
0.4276824039751159,0.6515,0.7132,0.681
0.4276940512817267,0.6516,0.7132,0.681
0.42770603709475796,0.6523,0.7132,0.6814
0.42771010400778786,0.6524,0.7132,0.6814
0.4277169303301899,0.6524,0.7132,0.6814
0.4278835638449844,0.6524,0.7131,0.6814
0.42792171725486217,0.6525,0.7131,0.6814
0.42793757190368176,0.6525,0.7131,0.6815
0.42794405967499777,0.6526,0.7131,0.6815
0.42828718333900806,0.6529,0.7124,0.6813
0.4283261172485959,0.653,0.7123,0.6814
0.4284152290390815,0.653,0.7123,0.6814
0.4284250134141418,0.6531,0.7123,0.6814
0.428436982369577,0.6531,0.7123,0.6814
0.4284644213541496,0.6531,0.7123,0.6814
